S. No.,Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death
539,16/08/2020,Andaman and Nicobar Islands,2306,1154,1128,24
540,17/08/2020,Andaman and Nicobar Islands,2399,1145,1226,28
541,18/08/2020,Andaman and Nicobar Islands,2445,1091,1325,29
542,19/08/2020,Andaman and Nicobar Islands,2529,1078,1421,30
543,20/08/2020,Andaman and Nicobar Islands,2604,1045,1529,30
544,21/08/2020,Andaman and Nicobar Islands,2680,1011,1638,31
545,22/08/2020,Andaman and Nicobar Islands,2747,971,1744,32
546,23/08/2020,Andaman and Nicobar Islands,2808,923,1853,32
547,24/08/2020,Andaman and Nicobar Islands,2860,864,1963,33
548,25/08/2020,Andaman and Nicobar Islands,2904,777,2092,35
549,26/08/2020,Andaman and Nicobar Islands,2945,677,2231,37
550,27/08/2020,Andaman and Nicobar Islands,2985,635,2309,41
551,28/08/2020,Andaman and Nicobar Islands,3018,602,2374,42
552,29/08/2020,Andaman and Nicobar Islands,3050,564,2444,42
553,30/08/2020,Andaman and Nicobar Islands,3081,518,2519,44
554,31/08/2020,Andaman and Nicobar Islands,3104,473,2586,45
555,01/09/2020,Andaman and Nicobar Islands,3132,439,2647,46
556,02/09/2020,Andaman and Nicobar Islands,3160,400,2714,46
557,03/09/2020,Andaman and Nicobar Islands,3186,381,2758,47
558,04/09/2020,Andaman and Nicobar Islands,3223,352,2823,48
559,05/09/2020,Andaman and Nicobar Islands,3257,345,2863,49
560,06/09/2020,Andaman and Nicobar Islands,3292,338,2904,50
561,07/09/2020,Andaman and Nicobar Islands,3332,331,2951,50
562,08/09/2020,Andaman and Nicobar Islands,3359,312,2997,50
563,09/09/2020,Andaman and Nicobar Islands,3392,307,3035,50
564,10/09/2020,Andaman and Nicobar Islands,3426,297,3078,51
565,11/09/2020,Andaman and Nicobar Islands,3465,293,3121,51
566,12/09/2020,Andaman and Nicobar Islands,3494,286,3157,51
567,13/09/2020,Andaman and Nicobar Islands,3521,268,3202,51
568,14/09/2020,Andaman and Nicobar Islands,3546,252,3243,51
569,15/09/2020,Andaman and Nicobar Islands,3557,227,3278,52
570,16/09/2020,Andaman and Nicobar Islands,3574,204,3318,52
571,17/09/2020,Andaman and Nicobar Islands,3593,196,3345,52
572,18/09/2020,Andaman and Nicobar Islands,3604,174,3378,52
573,19/09/2020,Andaman and Nicobar Islands,3631,165,3414,52
574,20/09/2020,Andaman and Nicobar Islands,3644,156,3436,52
575,21/09/2020,Andaman and Nicobar Islands,3651,147,3452,52
576,22/09/2020,Andaman and Nicobar Islands,3673,152,3469,52
577,23/09/2020,Andaman and Nicobar Islands,3691,160,3479,52
578,24/09/2020,Andaman and Nicobar Islands,3712,166,3494,52
579,25/09/2020,Andaman and Nicobar Islands,3744,189,3503,52
580,26/09/2020,Andaman and Nicobar Islands,3759,179,3528,52
581,27/09/2020,Andaman and Nicobar Islands,3774,171,3551,52
582,28/09/2020,Andaman and Nicobar Islands,3794,188,3553,53
583,29/09/2020,Andaman and Nicobar Islands,3803,168,3582,53
584,30/09/2020,Andaman and Nicobar Islands,3821,181,3587,53
585,01/10/2020,Andaman and Nicobar Islands,3835,174,3608,53
586,02/10/2020,Andaman and Nicobar Islands,3848,172,3623,53
587,03/10/2020,Andaman and Nicobar Islands,3858,174,3631,53
588,04/10/2020,Andaman and Nicobar Islands,3868,173,3642,53
589,05/10/2020,Andaman and Nicobar Islands,3884,182,3649,53
590,06/10/2020,Andaman and Nicobar Islands,3899,186,3659,54
591,07/10/2020,Andaman and Nicobar Islands,3912,180,3678,54
592,08/10/2020,Andaman and Nicobar Islands,3935,185,3696,54
593,09/10/2020,Andaman and Nicobar Islands,3952,190,3707,55
594,10/10/2020,Andaman and Nicobar Islands,3976,197,3724,55
595,11/10/2020,Andaman and Nicobar Islands,3992,193,3744,55
596,12/10/2020,Andaman and Nicobar Islands,4005,186,3764,55
597,13/10/2020,Andaman and Nicobar Islands,4023,198,3770,55
598,14/10/2020,Andaman and Nicobar Islands,4036,199,3782,55
599,15/10/2020,Andaman and Nicobar Islands,4046,195,3796,55
600,16/10/2020,Andaman and Nicobar Islands,4062,190,3817,55
601,17/10/2020,Andaman and Nicobar Islands,4072,185,3831,56
602,18/10/2020,Andaman and Nicobar Islands,4083,179,3848,56
603,19/10/2020,Andaman and Nicobar Islands,4108,184,3868,56
604,20/10/2020,Andaman and Nicobar Islands,4126,178,3892,56
605,21/10/2020,Andaman and Nicobar Islands,4141,183,3902,56
606,22/10/2020,Andaman and Nicobar Islands,4168,199,3913,56
607,23/10/2020,Andaman and Nicobar Islands,4184,190,3937,57
608,24/10/2020,Andaman and Nicobar Islands,4207,204,3945,58
609,25/10/2020,Andaman and Nicobar Islands,4225,199,3968,58
610,26/10/2020,Andaman and Nicobar Islands,4245,204,3983,58
611,27/10/2020,Andaman and Nicobar Islands,4253,198,3997,58
612,28/10/2020,Andaman and Nicobar Islands,4274,197,4019,58
613,29/10/2020,Andaman and Nicobar Islands,4289,192,4039,58
614,30/10/2020,Andaman and Nicobar Islands,4305,192,4054,59
615,31/10/2020,Andaman and Nicobar Islands,4317,182,4076,59
616,01/11/2020,Andaman and Nicobar Islands,4332,173,4100,59
617,02/11/2020,Andaman and Nicobar Islands,4340,168,4112,60
618,03/11/2020,Andaman and Nicobar Islands,4352,160,4132,60
619,04/11/2020,Andaman and Nicobar Islands,4372,159,4153,60
620,05/11/2020,Andaman and Nicobar Islands,4389,166,4163,60
621,06/11/2020,Andaman and Nicobar Islands,4403,168,4175,60
622,07/11/2020,Andaman and Nicobar Islands,4420,166,4194,60
623,08/11/2020,Andaman and Nicobar Islands,4441,175,4206,60
624,09/11/2020,Andaman and Nicobar Islands,4450,169,4221,60
625,10/11/2020,Andaman and Nicobar Islands,4463,164,4239,60
626,11/11/2020,Andaman and Nicobar Islands,4477,162,4255,60
627,12/11/2020,Andaman and Nicobar Islands,4494,167,4267,60
628,13/11/2020,Andaman and Nicobar Islands,4507,164,4282,61
629,14/11/2020,Andaman and Nicobar Islands,4518,153,4304,61
630,15/11/2020,Andaman and Nicobar Islands,4527,151,4315,61
631,16/11/2020,Andaman and Nicobar Islands,4536,145,4330,61
632,17/11/2020,Andaman and Nicobar Islands,4557,150,4346,61
633,18/11/2020,Andaman and Nicobar Islands,4574,150,4363,61
634,19/11/2020,Andaman and Nicobar Islands,4593,154,4378,61
635,20/11/2020,Andaman and Nicobar Islands,4604,145,4398,61
636,21/11/2020,Andaman and Nicobar Islands,4617,148,4408,61
637,22/11/2020,Andaman and Nicobar Islands,4631,142,4428,61
638,23/11/2020,Andaman and Nicobar Islands,4641,140,4440,61
639,24/11/2020,Andaman and Nicobar Islands,4656,142,4453,61
640,25/11/2020,Andaman and Nicobar Islands,4667,142,4464,61
641,26/11/2020,Andaman and Nicobar Islands,4677,137,4479,61
642,27/11/2020,Andaman and Nicobar Islands,4682,130,4491,61
643,28/11/2020,Andaman and Nicobar Islands,4689,120,4508,61
644,29/11/2020,Andaman and Nicobar Islands,4698,119,4518,61
645,30/11/2020,Andaman and Nicobar Islands,4704,106,4537,61
646,01/12/2020,Andaman and Nicobar Islands,4710,99,4550,61
647,02/12/2020,Andaman and Nicobar Islands,4718,91,4566,61
648,03/12/2020,Andaman and Nicobar Islands,4723,79,4583,61
649,04/12/2020,Andaman and Nicobar Islands,4729,71,4597,61
650,05/12/2020,Andaman and Nicobar Islands,4742,70,4611,61
651,06/12/2020,Andaman and Nicobar Islands,4747,70,4616,61
652,07/12/2020,Andaman and Nicobar Islands,4758,73,4624,61
653,08/12/2020,Andaman and Nicobar Islands,4773,81,4631,61
654,09/12/2020,Andaman and Nicobar Islands,4778,70,4647,61
655,10/12/2020,Andaman and Nicobar Islands,4783,75,4647,61
656,11/12/2020,Andaman and Nicobar Islands,4791,78,4652,61
657,12/12/2020,Andaman and Nicobar Islands,4798,78,4659,61
658,13/12/2020,Andaman and Nicobar Islands,4805,79,4665,61
659,14/12/2020,Andaman and Nicobar Islands,4818,84,4673,61
660,15/12/2020,Andaman and Nicobar Islands,4834,92,4681,61
661,17/12/2020,Andaman and Nicobar Islands,4850,91,4698,61
662,18/12/2020,Andaman and Nicobar Islands,4860,92,4707,61
663,19/12/2020,Andaman and Nicobar Islands,4869,96,4712,61
664,20/12/2020,Andaman and Nicobar Islands,4875,95,4719,61
665,21/12/2020,Andaman and Nicobar Islands,4881,88,4732,61
666,22/12/2020,Andaman and Nicobar Islands,4888,86,4740,62
667,23/12/2020,Andaman and Nicobar Islands,4893,82,4749,62
668,24/12/2020,Andaman and Nicobar Islands,4896,73,4761,62
669,25/12/2020,Andaman and Nicobar Islands,4901,64,4775,62
670,26/12/2020,Andaman and Nicobar Islands,4912,69,4781,62
671,27/12/2020,Andaman and Nicobar Islands,4912,61,4789,62
672,28/12/2020,Andaman and Nicobar Islands,4924,64,4798,62
673,29/12/2020,Andaman and Nicobar Islands,4929,64,4803,62
674,30/12/2020,Andaman and Nicobar Islands,4936,63,4811,62
675,31/12/2020,Andaman and Nicobar Islands,4941,59,4820,62
676,03/01/2021,Andaman and Nicobar Islands,4947,48,4837,62
677,04/01/2021,Andaman and Nicobar Islands,4948,40,4846,62
678,05/01/2021,Andaman and Nicobar Islands,4948,38,4848,62
679,06/01/2021,Andaman and Nicobar Islands,4949,31,4856,62
680,07/01/2021,Andaman and Nicobar Islands,4949,28,4859,62
681,08/01/2021,Andaman and Nicobar Islands,4958,32,4864,62
682,09/01/2021,Andaman and Nicobar Islands,4959,31,4866,62
683,10/01/2021,Andaman and Nicobar Islands,4959,24,4873,62
684,11/01/2021,Andaman and Nicobar Islands,4960,23,4875,62
685,12/01/2021,Andaman and Nicobar Islands,4963,17,4884,62
686,13/01/2021,Andaman and Nicobar Islands,4966,18,4886,62
687,14/01/2021,Andaman and Nicobar Islands,4969,16,4891,62
688,15/01/2021,Andaman and Nicobar Islands,4976,23,4891,62
689,16/01/2021,Andaman and Nicobar Islands,4979,22,4895,62
690,17/01/2021,Andaman and Nicobar Islands,4982,25,4895,62
691,18/01/2021,Andaman and Nicobar Islands,4983,25,4896,62
692,19/01/2021,Andaman and Nicobar Islands,4988,29,4897,62
693,20/01/2021,Andaman and Nicobar Islands,4989,30,4897,62
694,21/01/2021,Andaman and Nicobar Islands,4991,29,4900,62
695,22/01/2021,Andaman and Nicobar Islands,4991,25,4904,62
696,23/01/2021,Andaman and Nicobar Islands,4992,23,4907,62
697,24/01/2021,Andaman and Nicobar Islands,4993,24,4907,62
698,25/01/2021,Andaman and Nicobar Islands,4993,23,4908,62
699,27/01/2021,Andaman and Nicobar Islands,4994,15,4917,62
700,28/01/2021,Andaman and Nicobar Islands,4994,10,4922,62
701,29/01/2021,Andaman and Nicobar Islands,4994,8,4924,62
702,30/01/2021,Andaman and Nicobar Islands,4994,5,4927,62
703,31/01/2021,Andaman and Nicobar Islands,4994,4,4928,62
704,01/02/2021,Andaman and Nicobar Islands,4994,4,4928,62
705,02/02/2021,Andaman and Nicobar Islands,4994,0,4932,62
706,03/02/2021,Andaman and Nicobar Islands,4994,0,4932,62
707,04/02/2021,Andaman and Nicobar Islands,4994,0,4932,62
708,05/02/2021,Andaman and Nicobar Islands,4994,0,4932,62
709,06/02/2021,Andaman and Nicobar Islands,4997,3,4932,62
710,07/02/2021,Andaman and Nicobar Islands,5000,6,4932,62
711,08/02/2021,Andaman and Nicobar Islands,5001,7,4932,62
712,09/02/2021,Andaman and Nicobar Islands,5005,11,4932,62
713,10/02/2021,Andaman and Nicobar Islands,5007,13,4932,62
714,11/02/2021,Andaman and Nicobar Islands,5007,13,4932,62
715,12/02/2021,Andaman and Nicobar Islands,5007,13,4932,62
716,13/02/2021,Andaman and Nicobar Islands,5007,11,4934,62
717,14/02/2021,Andaman and Nicobar Islands,5009,9,4938,62
718,15/02/2021,Andaman and Nicobar Islands,5009,9,4938,62
719,16/02/2021,Andaman and Nicobar Islands,5009,9,4938,62
720,17/02/2021,Andaman and Nicobar Islands,5013,8,4943,62
721,18/02/2021,Andaman and Nicobar Islands,5014,8,4944,62
722,19/02/2021,Andaman and Nicobar Islands,5014,8,4944,62
723,20/02/2021,Andaman and Nicobar Islands,5014,4,4948,62
724,21/02/2021,Andaman and Nicobar Islands,5014,3,4949,62
725,22/02/2021,Andaman and Nicobar Islands,5014,3,4949,62
726,23/02/2021,Andaman and Nicobar Islands,5015,4,4949,62
727,24/02/2021,Andaman and Nicobar Islands,5016,5,4949,62
728,25/02/2021,Andaman and Nicobar Islands,5016,4,4950,62
729,26/02/2021,Andaman and Nicobar Islands,5016,2,4952,62
730,27/02/2021,Andaman and Nicobar Islands,5017,3,4952,62
731,01/03/2021,Andaman and Nicobar Islands,5020,6,4952,62
732,02/03/2021,Andaman and Nicobar Islands,5020,6,4952,62
733,03/03/2021,Andaman and Nicobar Islands,5020,6,4952,62
734,04/03/2021,Andaman and Nicobar Islands,5022,8,4952,62
735,06/03/2021,Andaman and Nicobar Islands,5024,8,4954,62
736,07/03/2021,Andaman and Nicobar Islands,5024,7,4955,62
737,08/03/2021,Andaman and Nicobar Islands,5024,7,4955,62
738,09/03/2021,Andaman and Nicobar Islands,5026,7,4957,62
739,10/03/2021,Andaman and Nicobar Islands,5028,8,4958,62
740,11/03/2021,Andaman and Nicobar Islands,5028,6,4960,62
741,13/03/2021,Andaman and Nicobar Islands,5029,6,4961,62
742,14/03/2021,Andaman and Nicobar Islands,5030,4,4964,62
743,15/03/2021,Andaman and Nicobar Islands,5031,5,4964,62
744,16/03/2021,Andaman and Nicobar Islands,5031,3,4966,62
745,17/03/2021,Andaman and Nicobar Islands,5032,3,4967,62
746,18/03/2021,Andaman and Nicobar Islands,5035,6,4967,62
747,19/03/2021,Andaman and Nicobar Islands,5036,5,4969,62
748,20/03/2021,Andaman and Nicobar Islands,5038,7,4969,62
749,21/03/2021,Andaman and Nicobar Islands,5038,7,4969,62
750,22/03/2021,Andaman and Nicobar Islands,5039,8,4969,62
751,23/03/2021,Andaman and Nicobar Islands,5039,8,4969,62
752,24/03/2021,Andaman and Nicobar Islands,5039,5,4972,62
753,25/03/2021,Andaman and Nicobar Islands,5041,6,4973,62
754,27/03/2021,Andaman and Nicobar Islands,5043,7,4974,62
755,28/03/2021,Andaman and Nicobar Islands,5044,7,4975,62
756,29/03/2021,Andaman and Nicobar Islands,5046,8,4976,62
757,30/03/2021,Andaman and Nicobar Islands,5052,14,4976,62
758,31/03/2021,Andaman and Nicobar Islands,5081,43,4976,62
759,01/04/2021,Andaman and Nicobar Islands,5083,45,4976,62
760,02/04/2021,Andaman and Nicobar Islands,5084,42,4980,62
761,03/04/2021,Andaman and Nicobar Islands,5084,41,4981,62
762,04/04/2021,Andaman and Nicobar Islands,5098,49,4987,62
763,05/04/2021,Andaman and Nicobar Islands,5109,57,4990,62
764,06/04/2021,Andaman and Nicobar Islands,5116,53,5001,62
765,07/04/2021,Andaman and Nicobar Islands,5123,51,5010,62
766,08/04/2021,Andaman and Nicobar Islands,5131,49,5020,62
767,09/04/2021,Andaman and Nicobar Islands,5149,60,5027,62
768,10/04/2021,Andaman and Nicobar Islands,5161,71,5028,62
769,11/04/2021,Andaman and Nicobar Islands,5175,75,5038,62
770,12/04/2021,Andaman and Nicobar Islands,5190,88,5040,62
771,13/04/2021,Andaman and Nicobar Islands,5201,89,5050,62
772,14/04/2021,Andaman and Nicobar Islands,5209,93,5054,62
773,15/04/2021,Andaman and Nicobar Islands,5247,106,5078,63
774,16/04/2021,Andaman and Nicobar Islands,5262,117,5082,63
775,17/04/2021,Andaman and Nicobar Islands,5289,116,5110,63
776,18/04/2021,Andaman and Nicobar Islands,5331,121,5146,64
777,19/04/2021,Andaman and Nicobar Islands,5390,126,5200,64
778,12/03/2020,Andhra Pradesh,1,1,0,0
779,13/03/2020,Andhra Pradesh,1,1,0,0
780,14/03/2020,Andhra Pradesh,1,1,0,0
781,15/03/2020,Andhra Pradesh,1,1,0,0
782,16/03/2020,Andhra Pradesh,1,1,0,0
783,17/03/2020,Andhra Pradesh,1,1,0,0
784,18/03/2020,Andhra Pradesh,1,1,0,0
785,19/03/2020,Andhra Pradesh,1,1,0,0
786,20/03/2020,Andhra Pradesh,2,2,0,0
787,21/03/2020,Andhra Pradesh,3,3,0,0
788,22/03/2020,Andhra Pradesh,5,5,0,0
789,23/03/2020,Andhra Pradesh,7,7,0,0
790,24/03/2020,Andhra Pradesh,7,7,0,0
791,25/03/2020,Andhra Pradesh,8,8,0,0
792,26/03/2020,Andhra Pradesh,11,10,1,0
793,27/03/2020,Andhra Pradesh,12,11,1,0
794,28/03/2020,Andhra Pradesh,14,13,1,0
795,29/03/2020,Andhra Pradesh,14,13,1,0
796,30/03/2020,Andhra Pradesh,19,18,1,0
797,31/03/2020,Andhra Pradesh,40,39,1,0
798,01/04/2020,Andhra Pradesh,83,82,1,0
799,02/04/2020,Andhra Pradesh,86,84,1,1
800,03/04/2020,Andhra Pradesh,132,130,1,1
801,04/04/2020,Andhra Pradesh,161,159,1,1
802,05/04/2020,Andhra Pradesh,161,159,1,1
803,06/04/2020,Andhra Pradesh,226,222,1,3
804,07/04/2020,Andhra Pradesh,266,262,1,3
805,08/04/2020,Andhra Pradesh,305,300,1,4
806,09/04/2020,Andhra Pradesh,348,338,6,4
807,10/04/2020,Andhra Pradesh,348,338,6,4
808,11/04/2020,Andhra Pradesh,363,350,7,6
809,12/04/2020,Andhra Pradesh,381,364,11,6
810,13/04/2020,Andhra Pradesh,427,409,11,7
811,14/04/2020,Andhra Pradesh,432,414,11,7
812,15/04/2020,Andhra Pradesh,483,458,16,9
813,16/04/2020,Andhra Pradesh,525,491,20,14
814,17/04/2020,Andhra Pradesh,534,500,20,14
815,18/04/2020,Andhra Pradesh,572,522,36,14
816,19/04/2020,Andhra Pradesh,603,546,42,15
817,20/04/2020,Andhra Pradesh,646,589,42,15
818,21/04/2020,Andhra Pradesh,722,610,92,20
819,22/04/2020,Andhra Pradesh,757,639,96,22
820,23/04/2020,Andhra Pradesh,813,669,120,24
821,24/04/2020,Andhra Pradesh,895,727,141,27
822,25/04/2020,Andhra Pradesh,955,781,145,29
823,26/04/2020,Andhra Pradesh,1061,859,171,31
824,27/04/2020,Andhra Pradesh,1097,835,231,31
825,28/04/2020,Andhra Pradesh,1183,917,235,31
826,29/04/2020,Andhra Pradesh,1259,970,258,31
827,30/04/2020,Andhra Pradesh,1332,1014,287,31
828,01/05/2020,Andhra Pradesh,1403,1051,321,31
829,02/05/2020,Andhra Pradesh,1463,1027,403,33
830,03/05/2020,Andhra Pradesh,1525,1051,441,33
831,04/05/2020,Andhra Pradesh,1583,1062,488,33
832,05/05/2020,Andhra Pradesh,1650,1090,524,36
833,06/05/2020,Andhra Pradesh,1717,1092,589,36
834,07/05/2020,Andhra Pradesh,1777,1012,729,36
835,08/05/2020,Andhra Pradesh,1847,1029,780,38
836,09/05/2020,Andhra Pradesh,1887,1004,842,41
837,10/05/2020,Andhra Pradesh,1930,999,887,44
838,11/05/2020,Andhra Pradesh,1980,1010,925,45
839,12/05/2020,Andhra Pradesh,2018,998,975,45
840,13/05/2020,Andhra Pradesh,2090,988,1056,46
841,14/05/2020,Andhra Pradesh,2137,948,1142,47
842,15/05/2020,Andhra Pradesh,2205,965,1192,48
843,16/05/2020,Andhra Pradesh,2307,1007,1252,48
844,17/05/2020,Andhra Pradesh,2355,953,1353,49
845,18/05/2020,Andhra Pradesh,2407,901,1456,50
846,19/05/2020,Andhra Pradesh,2474,872,1552,50
847,20/05/2020,Andhra Pradesh,2532,859,1621,52
848,21/05/2020,Andhra Pradesh,2602,909,1640,53
849,22/05/2020,Andhra Pradesh,2647,885,1709,53
850,23/05/2020,Andhra Pradesh,2709,891,1763,55
851,24/05/2020,Andhra Pradesh,2757,892,1809,56
852,25/05/2020,Andhra Pradesh,2823,911,1856,56
853,26/05/2020,Andhra Pradesh,3110,1158,1896,56
854,27/05/2020,Andhra Pradesh,3171,1105,2009,57
855,28/05/2020,Andhra Pradesh,3171,1056,2057,58
856,29/05/2020,Andhra Pradesh,3251,1067,2125,59
857,30/05/2020,Andhra Pradesh,3436,1150,2226,60
858,31/05/2020,Andhra Pradesh,3569,1220,2289,60
859,01/06/2020,Andhra Pradesh,3679,1268,2349,62
860,02/06/2020,Andhra Pradesh,3783,1341,2378,64
861,03/06/2020,Andhra Pradesh,3898,1413,2421,64
862,04/06/2020,Andhra Pradesh,4080,1546,2466,68
863,05/06/2020,Andhra Pradesh,4223,1613,2539,71
864,06/06/2020,Andhra Pradesh,4303,1654,2576,73
865,07/06/2020,Andhra Pradesh,4510,1817,2620,73
